query,title,source,published,link
"""Reallabor"" Karlsruhe","Fußgänger rein, Autos raus: Verkehrsversuche in der Innenstadt prägen den Sommer in Karlsruhe - Badische Neueste Nachrichten",Badische Neueste Nachrichten,"Wed, 08 Jun 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMizwFBVV95cUxORzgwNW1tNlhwb0RqYU1hYTExSE9QV1hLVjZLRWdBbEVWMVBBZHNiLVZDdmJNUEk1bkFEZGZlVkZPbDVFS0Y5c1JTejVpOTA2cVZhWDVLNTBBdkszRzF4bTZyZTFJTGV0UExjZ3dkUlEyRVY3WWpsQ0liOHlPa3NKQW9nN1JyQjV2ZUxhUXc0MzVyUk84TGpDYkhLRFJWQzRlUkw0UkFobGE0TjcxMGJ0em9xQVBJT2w2OUl0eHlTb2paT1Q4aTZWdlZLNTZBSms?oc=5
"""Reallabor"" Karlsruhe",Anwohner in Karlsruhe-Dammerstock ärgern sich über Straßensperrung für Verkehrsversuch - Badische Neueste Nachrichten,Badische Neueste Nachrichten,"Wed, 20 Jul 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMi2wFBVV95cUxPZUpacERzeDk0a1NWTFBvU0MtVmUybUE3OWw0WEkxOWEyWXRDWFlTYWJGWF84b0RqbWo0MnYtMldlX3FncXJ2ZURtZVlBRWpkN3hRcVhHOW1kbGd3a1JHUVpHVk8tTTl0YUtjRm8td05Xb1hiZThmd3NCQ3FLeE4tQjFHek9NNzlyZXRGWjRrc2pVUjVsTG91NHB6SzNwczVWalFYZ2pZemtDSjF2N1RNR2NFVUd1R24taUpLbEZ5RUdhTjRWUUp4dmFsUTNXQkNOczBGQUtoWXVDSG8?oc=5
"""Reallabor"" Karlsruhe",Ausgewiesene Abstellflächen für E-Scooter kommen - Durlacher.de,Durlacher.de,"Thu, 25 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMingFBVV95cUxOY1RtUnN1S2RyWTJWaXVtVmRXTVkzOTNwOWM0R0pNdGVtcXlTRHlZY1ZtRGEyWHh3eVdpTDVmTzJ3a1NTVk16Uk1LdkNqMlZWVk5YaGYxOEFLSlNGVDRqMVVsU3JsdThCRmx2RHhyalJRTUtvTHBxaXM0RDdMRVM5M3FOa2M0a1dJcmxJMm02SEpFX3ZkZDN5QnhWczNxdw?oc=5
"""Reallabor"" Karlsruhe",Bei Karlsruher On-Demand-Angebot „MyShuttle“ kommt ein Taxiunternehmer zum Zug - Taxi Times,Taxi Times,"Wed, 12 Jun 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiogFBVV95cUxPNjdfZ0JvS1otWU9RWFF0SHpSa0pBMWlfT2NTckJUTTZQZVdocmxrRlhDa1pKLXZITlAxQnBRZjhFb1p2ZnNhS1d0MEhpcnE2SENKV3owLS1BMGY2QjZpVFZaczl5dzlpZkFNNEU2ZmJfdWQ5OWVaRE5YQVpkU01JWE9KRHJjRzIxU2Q3MFlYZzgzcmF0Tl84b0tzNkxwa1lRNHc?oc=5
"""Reallabor"" Karlsruhe",Oktoberfeste in Karlsruhe: Wiesn-Feeling in und um die Fächerstadt - meinKA,meinKA,"Mon, 29 Sep 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUkFVX3lxTE8xNFNkQ0h3YXRQdWhKNHBxVFNVcG5VTVZDRGJ6UW9VRG1hSnFVbGxod19TbjU0azlwMEtTeDZLSE15MHdFY2FOYjU2THc1TGJBaXc?oc=5
"""Reallabor"" Lüneburg",5G-Reallabor in Buchholz: Accelery GmbH ist in Lüneburg entstanden und zieht jetzt in den TIP Innovationspark - LZ/WA,LZ/WA,"Thu, 17 Aug 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMikwJBVV95cUxPUThOY3FLbHFpU2EydDhTVjc0M3B0ZmtNS3o2WkhjTzBheEk1Z0tQQTdMakx2RmR6V0FDbS1FUGE5UWdSRFg5X3VmWkFaVWIyTkgxV1ZaVmhvQlAyUzN6V0VXT0tRSk9RdXNSYmtmVXBkZVFnQXFKdGlYTzlTYkc3dXpJMEM3QXQzOVlzV3VnY1pKM3BUdHZWUHVQVFBfdWpha2FGekRQUzFtQ0FBeG1lYTBhN0JtQTgzUEh2a1pKeDd2RGlDN3lWckpkLUg0VU5tTDQxNTlxMVYxd1Rtb296NzlOLVRnbU5vZ0o3ZVFqdXM1ZDlDbmJGT2ZmOVJKUFpOZjNrQ0tGdXFoaEVCQjY4VlhwSdIBrwJBVV95cUxNcnoyRVhFcUVVd2QxQU4zQkI3VWRxSk5rOVdGd0tYOEtkRjZSVUJBUmJlTWYxTkpZajBCTWo5bFNGR0Vjdm03UzFmUWRyNEtWdkpmNGM1UnRQLUdpMDdDTnFYdUFINkxMcHUzc1p5cDcxSDFhdkFCVEF2VHoyZWtWRE5lVTl1QXJINU9QN3E1SEtNcXFMTlhYWFNQVjQ0WkxfVEprY0NwZUxWdnlGTDV2NTZ2ZV93WjMyXzE4T2hmcktzV3l0Yk9DdmFjbVl2ZXU2aVhmbVk2RFJfdnlrbDJpazBPNE5peXBvdk5xRFhfYmw0Wk96UFRKZWoteVhVVHpWNm1NenRHUTlSLXdGMFdiWkh0T015eHlvcVJoODFOZ2RUV3hDc0tYMVVBbEF1eWs?oc=5
"""Reallabor"" Lüneburg","""Vier Gewinnt"" und ""Tic Tac Toe"": so soll Uelzen attraktiver werden - NDR.de",NDR.de,"Mon, 10 Jun 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMi8wFBVV95cUxPZzhQaGlrdGVBZ1ducHJEa0hrWmdxN01ycExyRjBOZjNTeTZGTm5qaThwZzhfSVIwNDVDVFpobDFlakNBN0Z3NHAxd181UVJ3cWtVUjJGSlBVSnlsbHhub2I0NkRTdjhESjJiemZMVDRRVE1VMDFrX0xmMDV2b1RlS1VPeGpxU19WdFhSZGtyNHoyTEJ6bWUtcDdGSTVCWE4zOUsxa21BUzdoLU5OQWNmWGladFBfLUNfWTJZam9qRG5ZUnJPY3RvVENHakdNODJXcTk1bFYtenN6TURPWXNPWjh5ak1UZlA5VWJnMmRwUDljaE0?oc=5
"""Reallabor"" Lüneburg",Metropolregion Hamburg zeigt Lösungen für Mobilitätsmanagement - Hamburg Business,Hamburg Business,"Thu, 12 Sep 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMirgFBVV95cUxPQnFtaFdZSVhPVEtJbHlCdjNsUlBCZnZYcDhYWkdlSF9ZNnVGT2hIM1pjczFMYjVvOGVvTEdDS1RIUmx6THg1Y202VkNRT2R6SjROZW1FQXo2aU0tQkpUZm5kUmx0LVNfbExsMlRDOUdnYV9GS1E2YVVIaUl4VFJKU19pU0dqUklYX3NpaUlaenh5R3RERllVQWx6d2dEc2lucE1pbTFWcjNQRzlpdGc?oc=5
"""Reallabor"" Lüneburg",Wirtschaftsförderung Landkreis Harburg: Das größte 5G-Privatnetz Deutschlands - kreiszeitung-wochenblatt.de,kreiszeitung-wochenblatt.de,"Thu, 17 Aug 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMirgFBVV95cUxNcUh0X2VQRWY0X3NxZEdsNVRmODNfUDN5bllQaTBwbVpxTGdMcXZLN2g2cE8weUpBWUZqOGR3WnRhRmxwV3FUWUJDU1NNS0xhLU50MkgxcEpwbTZmRzI1ZlZlUE14VHVzcUVnWGU1bmZySENQU19yWlp1cVZiS0dhV280Wl9fZ2d2blVVR0hnaFZ5UTQzdERfUHc2Q0JqV1BNQzZpcXFYeVJHWXNhYUE?oc=5
"""Reallabor"" Lüneburg",Aktionstag: Berlin auf dem Weg zu Zero Waste - Stadionwelt,Stadionwelt,"Wed, 28 Feb 2024 09:41:03 GMT",https://news.google.com/rss/articles/CBMiiAFBVV95cUxOZTZ6d2tHajdyVXIyN2JCcWtwME1RTnBzVEVzRXJhQjhROHBaQ2ltRUZCZkFyejEyOUQyWF8tYm5zWFVqX0FjcnM2Q2d6Uy1TYmxCM3lwaEM0ZmhKT0hpRnJWeXJwalcwMlF2d29MRjN0dUFpT2drQ3UwSlItdjBBNS1tdTBpaTRP?oc=5
"""Reallabor"" Lüneburg","Die Lernenden in den Mittelpunkt stellen - Wuppertal Institut für Klima, Umwelt, Energie","Wuppertal Institut für Klima, Umwelt, Energie","Wed, 23 Jan 2019 08:00:00 GMT",https://news.google.com/rss/articles/CBMiUkFVX3lxTFBnYmFKT29UbFRRd3hEVUExVHJoUXRJWGRENHJwaUZYQkxUTkRjQWRhMmF1ZXZMTGNuTG9uNVg4VTVkYms0TEpFd0JWb3owSWR3T1E?oc=5
"""Reallabor"" Lüneburg",Leuphana-Studierende arbeiten im Brauhaus Nolte in Lüneburg an der Zukunft des Stadtteils Neu Hagen - LZ/WA,LZ/WA,"Thu, 09 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMinAJBVV95cUxNSUpDY1VnOU1Tal9pYnVxamhqYlZNOHUxR0xLN2Z3TGcwZXpacTRNNmtXTjZWZXBoX2hmdG92dEp0MUxvZUp3eGpCWlkyOWs2YVhfNzBiNlZncjJaeERZZWYzOTNoS2hmRkVHS2tiQzE5UnZJdzNhdDBsZkNyby1GeG1pU05XVUFaT3BVTG9PRXU5ZEw5NTNfZGJfYkpSaEtFczhlMnN4Uk5WN1BnX0pGbHljc2QxdkNzMXM4eTktajg0QnRfa2lfb3V2cTVjTGJ3Rkl5dXZfTXB1S2tMRmRlM0hUdm5ZUEQ1NHBaRmtLU2ZEcmZ1UHk1Q1dlOE5Qa3FxQVJkUlFnM0h2RzFERTkxQ2FUelA3cENaU3pOX9IBuAJBVV95cUxQZWVSalNVTDZsMWlYaXBTQzQwVGEzamF3ZnNRZ3NPMjhFWjVPVUc0WkNLdE1CYUZqdEQ2NEdWYnhjZ1FDN3IxSkc2NXdNUzAxbnc2Qkx3dzdJX3Q0cVV3bmRob0Zoem5pVTNuWm5GUGZwNnlQSlJodlRVTXdGYVVKTGhucFJHRXZvWnVmSm9TUG52M1ZycnBFZElyYzY2akl2clJyVGdtaVM5U2FfYkE0MkNTakJPcGVBWGRwNmU2VnB4MnVsVVVkTU5pUUpLdjhISzdQODU4Tm1NbDlDN2FiXzJvUERYRURscjBNY3JOQTlma3Q5bGtabFFJalBFbWVsYkRpLU9mM1hJTXdxN2tydHBqNV9Jb3QxaVhNdG5zdzlfWW9OQV9uVHNIcDVTQ20wUjhCRW1PTjA?oc=5
"""Reallabor"" Berlin",Wettbewerb für Stadtideen startet: Auf 100 Metern Berlins Zukunft testen - Tagesspiegel,Tagesspiegel,"Mon, 20 Oct 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMi1wFBVV95cUxPbGNvOTUwblExdmxjUWFmeG9XakwtX0tOQllXRi1BeVI1OC10ZG4yS0ZWRmM2eEY3alBmWUZYNmh2UjNfcWZOTnBZRVVzTnZGNWtYWGNoQkpTcjk2ZFU4UWpmUGdpdEV2a09OVldxTWg1aEFCSXBkYkhsLVRWRjNtS1ZNTmlYaHFPbkNQNUlUWXZ2WHMtb215eTNhc21INzVsZVllc2xKQ29xUGtrREp2RGlsZGRRcXF1ZVY4Sng0cGhVMW1YSHJqdENDcVBuNWhPZURTNE9LQQ?oc=5
"""Reallabor"" Berlin",Lieferdrohnen aus dem Reallabor - Börsen-Zeitung,Börsen-Zeitung,"Fri, 12 Sep 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMihAFBVV95cUxPS3FUaW96VGRhZHBCODkzbERQU2o4M3k5YU5BeHpUa1FyVGF4Mzg2a1BZdV8yMlc0MDJ4TVFMbC1xLThYd21YZUpTZTJvV295NksxSkRYZndqNVBoSkw0XzRHRlZ6alByaDdkX0ZMaGN6ZkdTT1JGWlBDT1I0Zi1YS1JmWlE?oc=5
"""Reallabor"" Berlin","Drohnen, Abwasser, Recycling - Berlin testet als nachhaltig geltende Technik - rbb24.de",rbb24.de,"Mon, 25 Aug 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMiugFBVV95cUxORUNqQkpJNV9YSVE4X2RTWG1JRk1Bb0c5a0N6NHpmdkFvYWxTUFhRcU5OVU9wcGJDTHU5ejU4SVhvR3h4eDNoVDBhblpKQTdKeGtLWTE2T2g2LVYzY0ozYm9rT3VHeXpIX2Q3U0wxTU41cGhoQ3NheHpvOGxUeXNSNml2NXBPVWVlcHpsS21HSlRqcEVvVk1vLUE0TXFwdmlmWVdMRXJZRlhEWDUxbFB4WHdiU25ST0JsVGc?oc=5
"""Reallabor"" Berlin",Berlins überdachter Radweg bleibt ungenutzt – was läuft schief bei diesem Zukunftsprojekt? - Berliner Zeitung,Berliner Zeitung,"Tue, 01 Jul 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMisgFBVV95cUxNVkZvbW1OeXJ5aXkwWXV5QTBTS1RWQjFfMTJpc3JlUEdkanhjMEtGdnVuYW1uVWFMWjZlTEhTSzNSNnB1UlZBSFdmNjUtSVYyQVdtd0JuRG5wZ1NUYjRsdHJ4MHJUZWcxejQyeWZqV3VZVUNLUHNsRkFHb3dVRVBXSjhtaWZRcEZoTVhPTGI0ckJJQ2F3OGlHLWlWNkdySEppS3pSMUlJanBETlNRMVBFWkln?oc=5
"""Reallabor"" Berlin",Reallabor Kienbergpark - Grün Berlin,Grün Berlin,"Thu, 18 Feb 2021 16:26:57 GMT",https://news.google.com/rss/articles/CBMinwFBVV95cUxQWF9VQ1YydTFlWkxLRGt0dmV0aFlZWlNBZ1lRbTVlYVRRdDlEU3doMDNqMm9rNnc4VmlCSnJTUWRjS2lVOEVfbk1GOXVwXzhNR3htM0paQnVnb1hNSmNiWWk3RklXb054ZWNQUFBMZjBjcHVyX1VTOGtRelU4d0s0Yl9XQjJOYk5GanJxMEZkYVBVQmc3cVZFYnpXTHpNRUE?oc=5
"""Reallabor"" Berlin",HZB-Photovoltaik-Reallabor knackt die Marke von 100 Megawattstunden - Adlershof - science at work,Adlershof - science at work,"Tue, 01 Oct 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMingFBVV95cUxQLUh5R0FLM3RUM1A2b0R4aVJ2VHpxYVc4VFlPSlIzdGEyZWswcUt5U0UzYkFpclpMNzdYVExiTjM4ZTlmSUF5aUFPSmR3TXhIUW5yWUtwSUtRMkR1TUtqekNDNGhmdFlRREx3OUtvSE5rVUF3Q3ZoQkFQM3BWTHZnZFhSUHExX294YWU4OW1ocHdOelh6SzhfM3N5SmZ4UQ?oc=5
"""Reallabor"" Berlin",Wege der Verkehrswende - BauNetz,BauNetz,"Fri, 14 Jun 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMihgFBVV95cUxPY1BIS1g3eTRMaXhJOUpJeHBfTDk0UVlXcW9LOGpRTUF0blhTVkNReHFWZ1drTTRZNTJiazRnRU9lSHFXUXNMdmhsUHJxRWhBZWF3MUcxWTNjT2tYb0tvYVBRcDgybHMzLWFoZGYzS1hBY1c1MkdnRWEweW1WZXdDMnpOcHJ5QQ?oc=5
"""Reallabor"" Berlin",„SpreeX – Reallabor für Klimakompetenz“ der HTW Berlin erhält Deutschen Demografie Preis - idw - Informationsdienst Wissenschaft,idw - Informationsdienst Wissenschaft,"Mon, 04 Jul 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMiywFBVV95cUxQS2I3Nm9INUE1Zk5lSXpSRmlmWVVpeTk5VnRqZTJVQ2RHTklubDQyeW9vUE1sU202aUZHSkFtV0NCeThyd01oeS1EOFhjbDZNMDBXQVhHdjYyWDhVOWhFRG1rS0h5Z2JJUW1tel8tbS1nTWkzTWNPWVNHSDNJa3ZHbko5TG5wWUJNM0dxWURTQno1V0JtX1I5TkhfTXZUYW1jRWFLZjVDV0k5ZWxJVXlzcF80REN3cGNDZ2VmN1h3VG1Nb1FWTnNSa1FWNA?oc=5
"""Reallabor"" Berlin",Radbahn in Berlin-Kreuzberg: Millionen-Projekt wird zum Lost Place - Berliner Morgenpost,Berliner Morgenpost,"Wed, 18 Sep 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMi0wFBVV95cUxPMmJOX1ZVNUx5RHQ5NjNfTjZDRWZvaVQyWVh5Tjk5WmE2QUFWM1VRTk5tR2JpVTNnbzJTVFRENHRYWTY1QzFDT2o1RUt6OGczOUwweF9KY2dFTWRZVEpHZzJFZVhUTVh5TV9pSzFLQTV4Um82NS16anNFeUlDTWY4NVlwVEpfVkVlSEZsR0c3Tmg5VXloRnlqVGZLS0ZESHBiS0Y0dFR6UnlBcVdxeXhtQmpoZ3NyaDVVR2RBVDdYYW1KSXRzbmUyOVhPLXpBVW1QUUpZ?oc=5
"""Reallabor"" Berlin",Berlin als Vorreiter gegen Hitze: „Ohne Verbote geht es nicht“ - taz.de,taz.de,"Sun, 27 Oct 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiaEFVX3lxTE83dVdqUmFUTkloRG1VX283UXRCOHZSODhmc0I4Y3Zwc3pPR1RvbkZjOE9BWjRZY2QxaVJPZHFHbFEwUnlDeTFUaWhKaHF1ZUVSYm5heGNkakpjMl9KSXhGMWxpOTZVT2hH?oc=5
"""Reallabor"" Berlin",Teststrecke der Radbahn Berlin eröffnet - ADFC,ADFC,"Tue, 07 May 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMid0FVX3lxTE80WEVWb3hjWHQxWmxXeUhQeWhXMWpISllxQzRfd2xRZEliZDdyaGdOVkZDSVkzTG1iOXF4Z1h6WndjVTExOGhwMnJQZ1lzQUZvcVVBdjZiUGhZVUoxcTRPMy01YVFPbkFOMUFPbkE4VEJUeU4tSnFV?oc=5
"""Reallabor"" Berlin",Mit Pilzen zur nachhaltigen Architektur - Bioökonomie.de,Bioökonomie.de,"Mon, 22 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMipAFBVV95cUxNcWozTWN0djJsZzYwYW5Eek1pU3JmdFlRZklZYmFaemJQNmhYZFRZMVBiNElXUWJLelRvS0l2ald3MnpzZllZamh6R01LWERCc2M3REJRRzJ3OUl1U0lMRUhld1NVbHF1WHFTMFZTVGtBUlZjQ1VENjJPUWY2UnptY3FPRDdvbXQ0cUp6ejNCQVAweXhLWVNiMzVCU2tpZ19ZSDNzRg?oc=5
"""Reallabor"" Berlin",Planungs-Murks! Kreuzberger Radbahn wird auch tagsüber beleuchtet - B.Z. – Die Stimme Berlins,B.Z. – Die Stimme Berlins,"Fri, 01 Nov 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMiekFVX3lxTFAtcTRFRThnNVpLQmJOTEZHR1BMb2pDVjluZG51NU1mRmtFUVlnWlc5MkhEbTRHOTdFTGM0ZndCMjNRLUN6YjBCb01wdVlKRkNNQjdOY0EwQkluRFJMb25xQ1p6Z1JOeVAyVlBueFZFUHpleVB4WEhzZTZn?oc=5
"""Reallabor"" Berlin",Bilanz zur „Radbahn Berlin“ So würden Radfahrer und Anwohner den Straßenraum neu verteilen - Tagesspiegel,Tagesspiegel,"Tue, 24 Sep 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMi1AFBVV95cUxQaVcwTWZ4MFdtX0NSUkRUaG00TXAySFVXU3ZZei1teExOTEdIQ2d6Q3pQOVpNYkt1Q0NpUy1odFQ0eDRQdk5UdlFIR0gzRFMtckl4N043dTZ5dlZtWHBjM1FTeGhuQzdXcWpZWi1vVDltdmpYV2JsQXZlYmVBQVoxRGxVbDB3eFdJUDVKWUlFTGE5eGVuWTRZa1FhaWJOYVJ5UHZFbm9Ec2J2YUNoWHpQUk9ZM2prQmR4bEw5d21yOW1oMkpKay1wOUx3ZVMyRjF6aVVhLQ?oc=5
"""Reallabor"" Berlin",Energie: Euref-Campus als Reallabor für die Energiewende - Industrieanzeiger,Industrieanzeiger,"Mon, 13 Jan 2020 08:00:00 GMT",https://news.google.com/rss/articles/CBMisgFBVV95cUxPQXJuZHRoNE5QLVgyRlhpZzFVSkFkbW1GcFVrRUhUSGMxMkl6SVJpUldZdDR4SC1ObW0zcktrNTdrT21LcWVCVGlnaUM2Q0FUT2hLWjZaUTQ4UEtXNDhkaG9GT05FUFR0b1lBVlJBVy1VZ2xSNWZvY1JpYUc4Wk5yUDVaaXJ3a0xRZE9EbkxFV1FzRjZORTFOUHBDVWRLOXhCQjZvMVNNdjNLQ0NhUmlXd2J3?oc=5
"""Reallabor"" Berlin",Radweg unter Berliner U-Bahn-Linie wird testweise umgesetzt - SAZBike,SAZBike,"Fri, 26 Aug 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMitgFBVV95cUxNMnFNSmFmaEtXZ1FwbVZRSXpDNXdFb05LSTBoZVBmclltREN4Y1N1TTVFTGNoT2tsOU1NbnF0M1c3d0dUdzhCWkxTUjlBeVpidXlIQTR5RlRWNDhzMVpSM1c2em1IOXB3Q3g2RHdEaXktXzFLNG9yRTkwU0RXaThCNzRPcXR5Rk00dTBKX0FiNDFvOEl4cnQyYXNkX2ZIMGluSHZ0akxEcjZzb2lnOFZCMFRNdFg2Zw?oc=5
"""Reallabor"" Berlin",Projektstart für riesigen Wärmespeicher in Berlin-Adlershof - Adlershof - science at work,Adlershof - science at work,"Thu, 16 Nov 2023 08:00:00 GMT",https://news.google.com/rss/articles/CBMilgFBVV95cUxPdmFrcFVVTzQ5SFRkUGhMMUYxOHJaZ0JFZXBkZEdpMFljeS1BLTJhczlVZDB0c0hIT3pnS1NEdW80MjlLeUdoN1VYVmlSV2JaRDY3WlhXZWhfNF9vVDRtTFJaX01wbXFDdzBIU2VMSnByZ09ZNVBrODdyVExpRDVXTDF1QzFhRGdIc18tb2I2YktqQVJ6eEE?oc=5
"""Reallabor"" Berlin",Berlin-Kreuzberg: Radfahrer können neuen Radweg unter der U1 testen - rbb24.de,rbb24.de,"Thu, 25 Apr 2024 07:00:00 GMT",https://news.google.com/rss/articles/CBMirAFBVV95cUxPcDRhVkVtYnRpbXRxWE1aVmVuZWZLcG5tTURHWHJxUlZ1cVpJdHdrOVp1U2lrU2N5MlV0c2ZpY0hMZlVOakpWdFRxNnA1UG50VlVZM0JHcE1McFVMTjhvZHhVYUlfMXNHN09VaG0zcVg2RU9vb0kybEdZM0dGeUQ1WEhHM0VMMGl2dzhjWjVWXzdVemJjeTFoaWR1UTB0VEhUWi0wdnRMemFFMzZl?oc=5
"""Reallabor"" Berlin",Konzept für Bauakademie in Berlin verabschiedet Wiederaufbau soll Reallabor für klimafreundliches Bauen werden - Tagesspiegel,Tagesspiegel,"Tue, 30 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiigJBVV95cUxOX2RqM0dOZW1kcTRBRGYtaWl0UGREVGJ0ZnlPcEZBM3FnamNBY09BTmEya3FBdFhQekFsQmJELWF6ajI0R3JpQ0hzREI2ZnpMTU5QN2Z6ZmlZamE0TWluUXZOaGJWY2Nxb0NKd2JTNWMyY3hCakgzMWtGMXo1STYyWkhpLVB6bHFIQUZDOS11VUc0eThWWkl6WnJHU3dPdlRCekdUOUxQaklKMXdNcFNLdXJaWHB3OUVsTGhYQmFmYkdHQ3pxVl81OXk3SWM3SFI5Sk16VnhweEN1YThRckxkMmhRSm9felBGM05CeVZQdXdzZUdhR1VYcWd4WXZZNDdqdjFvZHR6UjNvZw?oc=5
"""Reallabor"" Berlin",Forschung zu nachhaltigen Materialien: An der TU werden aus Pilzkulturen Baustoffe - Tagesspiegel,Tagesspiegel,"Mon, 15 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMi7wFBVV95cUxQekkzeVREWHpWVEhWRnlNa0NtRUsyTTVoZlM1a2ZpMjFleGpRcjZTZk9KWGI0MUJuR1RlbkswVDJSZzZwV0RYcURSTVpNUVNlMlVsdWktcjVOa0l3amp2Qi1YRnhqQmxYOTFOWEpQeTlFeGdUVjYwUE1nNnpaUUNnYnJNY1JMak5MeU9HVHllazFNRklMZ1lKd3JfTnlDanNKcnRNck42TldFN3JBVnRSbmZHQ0sza3hjVDZ0OFN5S0RHNEJScTVsTVVXOUtwbklPRmhiOUJoZnU5Y3F0Y2xPSnBRMUdYMjVMS0h1blZYWQ?oc=5
"""Reallabor"" Berlin",Experiment in Berlin: Das CO2-neutrale Stadtviertel - FAZ,FAZ,"Tue, 11 Dec 2018 08:00:00 GMT",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQeTFCZi04Y0tuSXhEMERkWl9BamZMelk4ZEZSQlFLLVlwb3JiV0VhMjZ2RlR1VFBfd1g0dC1RMkNybzZaU2FreDRCTGU5czN3VVI5dlhlcG1vSjRNSTJlTEVsVVN4Ml9GbVJHQlhXS3RPSkVNVDNRSjFnVjZ5S2ZvdWctZ3VzSkdBUUFvbDhlai1lelhGTkE1bW9WaUhXS2E3UkNVUU5hSGFLMkRMRlVJQnNHNFplc0JyWGdR?oc=5
"""Reallabor"" Stuttgart",Klimawandel anpacken: Studierende entwickeln Lösungen im Reallabor | News | 13.10.2025 - Universität Stuttgart,Universität Stuttgart,"Mon, 13 Oct 2025 07:00:00 GMT",https://news.google.com/rss/articles/CBMiyAFBVV95cUxOYWlDMFhxWXF1NDIwS0hfNUEzUndSZjluX2luSzUtWTdPN0QwblliWGYzU1A0ZVZsR3JsN3NUdUdpdEpCSFNzeThHYVBnWDdyTWhpazZxTERQem5TNTdfUURfVzBmS0JtOVd1dHZxQ002YjhXWGZwT1hFeWxHMXBPQ2ZXMUdDa05EVE9vZ3FhQmMtSlp1cGhlRm5YZXB3UkhoUUVEV0VLenpwV0Z6a2V2MHVIYnhOVktVenZTRlRBMjRNSGF6eFUybg?oc=5
"""Reallabor"" Stuttgart",Reallabore: Experimentierfelder für Zukunftsfragen - Universität Stuttgart,Universität Stuttgart,"Fri, 08 Apr 2022 06:14:15 GMT",https://news.google.com/rss/articles/CBMifkFVX3lxTE03QzYyaWZXaXBlZXp1bkFaYkFwV05KOEtwMFBCLThTbFQyRkYtUFFpOHhEWUJmRll3OUo5Y2RMZW9ZVjkyU3NfelFZd3NCMWxPSkJjLUZZUzdKdExKbXRkWC1jcllkUlNyOVdPZkZFM0Z0enZxT2tWcEgwa2liZw?oc=5
"""Reallabor"" Stuttgart",Sparmaßnahmen: Bosch kürzt Arbeitszeit bei Beschäftigten in der Zentrale - Handelsblatt,Handelsblatt,"Sat, 23 Nov 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMi1wFBVV95cUxPbC1KWEM5RENRNnJLOEFudXlLMFh5clpYSnE2YTJQZWFsc19IT2kwR2Q4dWFsU0JkTUlJeGVxcW5nSm1EejlyZjEtTHZCWjVsRG5zZXVZTjJtVG93M1I1ajVRb21sODRxeUF2S01sVlp4QXVPOG1BLXFHZVlRTnRiVGk4SW5tYWd3WHZwSzd6YkZhUm8tYjZ1YllSVDNORl9Xcjdnenp3U0F5VFVEUnYwVVdjNHhMY3lKRGgyeFRxT3lLNTZfbUZDd0ZvZ0xYb2RYR0x1Z19HWQ?oc=5
"""Reallabor"" Stuttgart",Reallabor Großwärmepumpen – Reallabore der Energiewende - Fraunhofer-Institut für Solare Energiesysteme ISE,Fraunhofer-Institut für Solare Energiesysteme ISE,"Thu, 25 Mar 2021 19:57:56 GMT",https://news.google.com/rss/articles/CBMijAFBVV95cUxPd1NHXzJ1S25VdDdxYkJhOHB0YS1KUGdYT0xVNWRJVXVxNkFxaTEwUFRqS0FjQjZFSVNrV3BTMnpjaFlhdjVDeGFSUXVsVGlXMVFyQWdmd2M0OTdCanJkZkF3X1JKemU2NXU3RFRuZWRnanowT0RPQlBYckpDZ2JxVHRENjBqQTVUcGdMbA?oc=5
